EL_CYCLE,FROM_STMT,TO_STMT,OFFICE,CAND_NAME,CAND_ID,BORO_DIST,TERMND,CNTRS_NO,CNTNS_NO,NET_CNTNS,MATCH_AMT,I_NO,I_CNTNS_NO,I_AMT,SML_NO,SML_AMT,PUBFND_PMT,NET_EXPND,CAND_CLASS,MAX_NO,MAX_AMT,LIMIT,NAME_1
2003,1,11,5,"Marchant, Garth (ID:KJ-P) *",KJ,28,true,31,28,2684,1450,0,0,0,27,1450,0,1200,P,0,0,2750,25560
2003,1,11,5,"Marcial, Edwin (ID:FQ-P)",FQ,8,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Maresca, Stephen (ID:165-P) *",165,43,true,59,59,4055,3955,0,0,0,59,4055,0,3471,P,0,0,2750,0
2003,1,11,5,"Mark-Viverito, Melissa (ID:743-P)",743,8,false,135,165,19770,11830,0,0,0,123,11845,41160,59040,P,2,5500,2750,13461
2003,1,11,5,"Martinez, Juan (ID:MJ-P)",MJ,34,false,413,721,78155,34170,0,0,0,316,30220,82500,162788,P,0,0,2750,1480
2003,1,11,5,"Martinez, Miguel (ID:223-P)",223,10,false,364,421,170380,35000,0,0,0,183,36075,0,171341,P,3,9000,2750,36612
2003,1,11,5,"Martinez, Mildred (ID:764-P) *",764,2,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Mattera, Gloria (ID:440-P)",440,39,false,270,340,13539,12223,0,0,0,266,11964,47644,60450,P,0,0,2750,0
2003,1,11,5,"McMahon, Michael (ID:271-P)",271,49,false,706,772,128008,53025,0,0,0,613,68735,82500,186339,P,1,2750,2750,0
2003,1,11,5,"Miller, A. Gifford (ID:Y2-P)",Y2,5,false,308,317,156292,30095,1,26,20950,204,27645,79780,206795,P,14,38500,2750,1368
2003,1,11,5,"Miller, David (ID:F8-P)",F8,41,false,246,282,19075,17680,0,0,0,231,18575,0,17979,P,0,0,2750,53591
2003,1,11,5,"Monserrate, Hiram (ID:272-P)",272,21,false,497,593,136935,33105,0,0,0,391,35655,94860,230732,P,10,27500,2750,10234
2003,1,11,5,"Montague, Virginia (ID:CB-P)",CB,9,false,285,310,32530,17217,0,0,0,260,20440,63169,74829,P,1,2990,2750,25769
2003,1,11,5,"Montalvo, Joseph (ID:727-P) *",727,8,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Morrisey, Keisha (ID:765-P)",765,9,false,136,129,8043,3857,0,0,0,118,4403,0,3360,P,0,0,2750,16619
2003,1,11,5,"Moskowitz, Eva (ID:BW-P)",BW,4,false,482,516,184639,45329,0,0,0,328,32110,120625,283517,P,4,11000,2750,883
2003,1,11,5,"Mossa, Michael (ID:737-P)",737,32,false,258,303,24270,20395,0,0,0,255,21245,75020,99080,P,1,2750,2750,2100
2003,1,11,5,"Nelson, Michael (ID:207-P)",207,48,false,193,207,41095,32089,3,40,10000,173,29585,82500,112247,P,0,0,2750,0
2003,1,11,5,"Oddo, James (ID:214-P)",214,50,false,349,519,80370,36460,2,25,9320,271,32025,82500,159336,P,0,0,2750,0
2003,1,11,5,"Ohanian, Kim (ID:731-P) *",731,20,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Palma, Annabel (ID:767-P)",767,18,false,695,752,139655,27304,6,75,44141,615,31794,93750,224324,P,18,52250,2750,77192
2003,1,11,5,"Perkins, Bill (ID:D2-P)",D2,9,false,383,428,55888,27112,1,8,400,349,29233,95768,151160,P,2,5500,2750,1
2003,1,11,5,"Quinn, Christine (ID:204-P)",204,3,false,544,618,138047,32549,1,83,38275,430,41280,20625,108701,P,4,11000,2750,257
2003,1,11,5,"Ragusa, Philip (ID:D7-P)",D7,19,false,266,435,46149,29310,0,0,0,215,22950,82500,125719,P,0,0,2750,25
2003,1,11,5,"Recchia, Domenic (ID:LW-P)",LW,47,false,340,434,65596,41321,0,0,0,286,38321,82500,147522,P,0,0,2750,0
2003,1,11,5,"Reddick, Yvonne (ID:762-P)",762,28,false,266,311,49035,27065,3,13,1105,239,29185,82500,131704,P,2,5500,2750,0
2003,1,11,5,"Reed, Philip (ID:DC-P)",DC,8,false,344,361,68941,29512,0,0,0,283,29066,102154,169493,P,1,2750,2750,2490
2003,1,11,5,"Reich, David (ID:371-P)",371,24,false,155,158,25244,20339,0,0,0,148,21744,81356,115529,P,0,0,2750,6051
2003,1,11,5,"Reyna, Diana (ID:452-P)",452,34,false,299,356,88090,24075,1,1,30,235,24590,79160,160033,P,5,16500,2750,2000
2003,1,11,5,"Rivera, Joel (ID:361-P)",361,15,false,280,307,116130,19205,3,66,12305,201,28235,0,84563,P,5,13750,2750,0
2003,1,11,5,"Rodriguez, Luana (ID:730-P)",730,15,false,120,127,8740,8120,1,3,300,117,7950,32140,35917,P,0,0,2750,0
2003,1,11,5,"Rodriguez, Ydanis (ID:353-P)",353,10,false,278,373,50691,23937,0,0,0,236,23550,82500,133191,P,1,5000,2750,2086
2003,1,11,5,"Rosado, Felix (ID:759-P)",759,8,false,156,164,17699,15904,0,0,0,153,16179,59016,74027,P,0,0,2750,3700
2003,1,11,5,"Ruano-Melendez, Eric (ID:BF-P)",BF,21,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Ruiz, Jr., Israel (ID:AI-P)",AI,14,false,249,256,27693,22575,6,49,1465,241,23243,80346,112173,P,0,0,2750,0
2003,1,11,5,"Russo, Pasqualino (ID:758-P)",758,43,false,378,534,93433,42066,1,16,6825,297,32622,103125,192006,P,5,13750,2750,15515
2003,1,11,5,"Santiago, Nellie (ID:724-P)",724,37,false,195,206,68688,29438,2,20,3804,175,29488,82500,150478,P,10,33000,2750,0
2003,1,11,5,"Sasson, Isaac (ID:732-P)",732,20,false,204,210,34697,19559,0,0,0,181,18319,70899,113720,P,1,6250,2750,16900
2003,1,11,5,"Saunders, Shirley (ID:EF-P)",EF,12,false,307,414,24229,20087,1,19,1970,297,20104,72356,94851,P,0,0,2750,3838
2003,1,11,5,"Schriffen, Gerard (ID:739-P) *",739,2,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Seabrook, Larry (ID:G9-P)",G9,12,false,379,486,77583,34760,2,5,1750,328,35550,127500,178368,P,5,14113,2750,92901
2003,1,11,5,"Sears, Helen (ID:SH-P)",SH,25,false,388,489,93671,24741,0,0,0,308,31316,0,58105,P,1,2750,2750,0
2003,1,11,5,"Sementilli, Egidio (ID:IZ-P)",IZ,13,false,209,220,16136,8492,0,0,0,202,8286,41035,53998,P,2,5500,2750,423
2003,1,11,5,"Seminara, Joanne (ID:C2-NP)",C2,43,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2003,1,11,5,"Serrano, Jose (ID:487-P)",487,17,false,146,148,45095,9190,15,103,21330,123,8845,24320,40554,P,2,5500,2750,0
2003,1,11,5,"Singh, Inderjit (ID:358-P)",358,28,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Spuches, Christopher (ID:740-P) *",740,2,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Stewart, Kendall (ID:CP-P)",CP,45,false,262,290,62730,22000,0,0,0,211,20930,85000,145344,P,1,2750,2750,5390
2003,1,11,5,"Sutliff, James (ID:HS-P)",HS,47,false,125,140,10763,7091,0,0,0,123,6397,27564,38444,P,1,3933,2750,0
2003,1,11,5,"Sybing, Roehl (ID:745-P)",745,51,false,79,92,7251,2665,0,0,0,78,6651,0,7080,P,0,0,2750,0
2003,1,11,5,"Taitt, Samuel (ID:490-P)",490,45,false,471,656,30652,25012,0,0,0,442,22922,63460,98256,P,0,0,2750,19464
2003,1,11,5,"Vallone, Jr., Peter (ID:240-P)",240,22,false,410,525,195110,41725,0,0,0,260,40285,0,151186,P,9,24750,2750,0
2003,1,11,5,"Vargas, Ruben Dario (ID:DP-P)",DP,8,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Wasserman, Abraham (ID:412-P)",412,35,false,160,164,16078,16065,0,0,0,155,15825,62700,73083,P,0,0,2750,5055
2003,1,11,5,"Weir, Elias (ID:551-P) *",551,46,true,24,24,1615,1615,0,0,0,24,1615,0,1853,P,0,0,2750,0
2003,1,11,5,"Weprin, David (ID:232-P)",232,23,false,638,794,355327,37959,7,43,13650,310,40809,0,155281,P,21,57750,2750,222
2003,1,11,5,"Yablon, Joshua (ID:729-P)",729,6,false,184,204,17630,14495,0,0,0,177,15760,48328,58118,P,0,0,2750,8200
2003,1,11,5,"Yassky, David (ID:280-P)",280,33,false,587,651,148639,74662,4,23,8600,484,64919,0,53312,P,3,8500,2750,0
2003,1,11,5,"Younger-Nolan, Carolyn (ID:488-P) *",488,28,true,74,70,1305,1271,0,0,0,68,1305,0,889,P,0,0,2750,5491
2003,1,11,6,"Cohen, Daniel (ID:750-P) *",750,(),true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,6,"Kavanagh, Brian (ID:753-P) *",753,(),true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,6,"Park, Terence (ID:277-NP)",277,(),false,25,27,3300,0,0,0,0,24,2800,0,2977,NP,0,0,2750,0
2003,1,11,6,"Quart, Dan (ID:710-P) *",710,(),true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,1,"Adames, Jose (ID:791-P) *",791,(),true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,4950,0
2005,1,17,1,"Bloomberg, Michael (ID:605-NP)",605,(),false,1,26,84155868,0,0,0,0,0,0,0,84587319,NP,2,84155868,4950,0
2005,1,17,1,"Blum, Seth (ID:814-NP)",814,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,1,"Brodeur, Christopher (ID:603-NP)",603,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,1,"Chino, Theo (ID:844-P) *",844,(),true,32,44,1799,935,0,0,0,30,927,0,704,P,0,0,4950,0
2005,1,17,1,"Ferrer, Fernando (ID:AY-P)",AY,(),false,6649,8201,5294483,745373,59,1276,934755,4353,623833,4361060,9159432,P,473,2402437,4950,498815
2005,1,17,1,"Fields, C. Virginia (ID:B6-P)",B6,(),false,4437,6116,1756020,395647,5,55,11660,3261,331323,1459636,3045650,P,72,375400,4950,65269
2005,1,17,1,"Gronowicz, Anthony (ID:581-NP)",581,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,1,"Kolber, Beverly (ID:1060-NP) *",1060,(),true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,1,"Koppel, Martin (ID:1029-NP)",1029,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,1,"McMillan, Jimmy (ID:D4-NP)",D4,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,1,"Miller, A. Gifford (ID:Y2-P)",Y2,(),false,5012,7602,5181861,678296,31,480,339432,2347,377225,2462951,6979690,P,314,1758856,4950,5663
2005,1,17,1,"Ognibene, Thomas (ID:GT-P)",GT,(),false,990,1234,82284,49974,0,0,0,931,44649,0,82431,P,1,4950,4950,17994
2005,1,17,1,"Piccolo, Arthur (ID:1026-NP)",1026,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,1,"Shaw, Steven (ID:806-NP) *",806,(),true,59,78,34861,0,0,0,0,50,5751,0,40803,NP,2,23810,4950,3500
2005,1,17,1,"Silk, Audrey (ID:1010-NP)",1010,(),false,3,3,240,0,0,0,0,3,240,0,1179,NP,0,0,4950,0
2005,1,17,1,"Sloan, Sam (ID:1012-P) *",1012,(),true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,4950,0
2005,1,17,1,"Weiner, Anthony (ID:BB-P)",BB,(),false,3691,4662,2811373,463078,16,299,164116,2016,323995,1734228,4720965,P,110,547300,4950,74952
2005,1,17,2,"Brown, Michael (ID:517-NP)",517,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,2,"Cabbagestalk, Jr., Damon (ID:848-P)",848,(),false,37,43,2167,1564,0,0,0,36,2167,0,1227,P,0,0,4950,370
2005,1,17,2,"Goetz, Bernard (ID:687-NP)",687,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,2,"Golub, Jay (ID:503-P)",503,(),false,65,82,52670,5565,0,0,0,58,6270,0,52670,P,1,42650,4950,0
2005,1,17,2,"Gotbaum, Betsy (ID:263-P)",263,(),false,2088,2691,1609475,307855,1,5,24750,1278,190550,1170700,2784870,P,105,543800,4950,0
2005,1,17,2,"Lesczynski, James (ID:424-NP)",424,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,2,"Maio, Danniel (ID:416-P) *",416,(),true,6,7,1691,1300,0,0,0,5,1050,0,919,P,0,0,4950,391
2005,1,17,2,"Rasiej, Andrew (ID:882-P)",882,(),false,1733,2251,337422,204868,2,13,2550,1591,215333,785249,1104478,P,6,39600,4950,19791
2005,1,17,2,"Ruano-Melendez, Eric (ID:BF-P) *",BF,(),true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,4950,0
2005,1,17,2,"Siegel, Norman (ID:310-P)",310,(),false,2197,2946,359667,182755,9,83,14535,1965,164284,729052,1017736,P,9,45205,4950,69319
2005,1,17,3,"Brennan, James (ID:798-NP) *",798,(),true,575,648,102509,0,5,43,17945,507,51679,0,28233,NP,1,4950,4950,162
2005,1,17,3,"Fein, Daniel (ID:1028-NP)",1028,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,3,"Moore, Ron (ID:1025-NP)",1025,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,3,"Sutliff, Jessica (ID:1002-P) *",1002,(),true,3,26,10592,0,0,0,0,1,250,0,10697,P,1,7248,4950,0
2005,1,17,3,"Thompson, Jr., William (ID:260-P)",260,(),false,2740,3571,3844371,253915,6,134,56290,850,172947,0,2383310,P,276,1427468,4950,1076
2005,1,17,4,"Brawley, Kevin (ID:666-NP)",666,(Bx),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,3850,0
2005,1,17,4,"Carrion, Jr., Adolfo (ID:ED-P)",ED,(Bx),false,1226,1557,1073779,105565,4,77,61480,501,69220,0,1036683,P,62,243700,3850,720
2005,1,17,4,"Ellner, Brian (ID:809-P)",809,(M),false,1638,2240,515988,197631,0,0,0,1264,160973,708950,1206295,P,19,77000,3850,2059
2005,1,17,4,"Espaillat, Adriano (ID:93-P)",93,(M),false,1549,1921,571463,137482,0,0,0,1130,116922,522599,1067635,P,26,101550,3850,65351
2005,1,17,4,"Fields, Jessie (ID:526-P)",526,(M),false,466,514,47525,38220,18,70,4570,447,37100,141189,188559,P,0,0,3850,0
2005,1,17,4,"Hawkins, Arrin (ID:1027-NP)",1027,(M),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,3850,0
2005,1,17,4,"Johnston, Brian (ID:836-NP) *",836,(M),true,3,5,1063,0,0,0,0,2,260,0,75,NP,0,0,3850,503
2005,1,17,4,"Lopez, Margarita (ID:BH-P)",BH,(M),false,1617,1951,497520,143175,30,621,115793,1306,134141,453745,899013,P,33,127050,3850,5000
2005,1,17,4,"Luisi, John (ID:857-P)",857,(SI),false,309,361,49175,30654,0,0,0,274,27635,107736,152406,P,0,0,3850,0
2005,1,17,4,"Manzano, Carlos (ID:206-P)",206,(M),false,1978,4201,395425,165584,1,6,550,1674,141271,620836,933266,P,12,54150,3850,114191
2005,1,17,4,"Markowitz, Marty (ID:226-P)",226,(Bk),false,2636,3062,1652350,326755,6,57,18340,1623,235861,0,1097607,P,124,487235,3850,2638
2005,1,17,4,"Marshall, Helen (ID:E9-P)",E9,(Q),false,786,1037,254582,73607,2,38,10500,579,63457,0,125381,P,3,16300,3850,5790
2005,1,17,4,"Mattera, Gloria (ID:440-P)",440,(Bk),false,857,1027,62403,56220,0,0,0,837,56212,199526,261837,P,0,0,3850,3328
2005,1,17,4,"Michels, Stanley (ID:EH-P)",EH,(M),false,818,1040,180777,86649,0,0,0,699,82277,296716,480164,P,3,19250,3850,10103
2005,1,17,4,"Molinaro, James (ID:419-P)",419,(SI),false,1121,1652,479357,175240,0,0,0,758,115787,596660,1001611,P,8,31250,3850,1481
2005,1,17,4,"Moskowitz, Eva (ID:BW-P)",BW,(M),false,1104,1501,940288,168856,13,43,39300,540,74238,625788,1552044,P,65,251500,3850,1746
2005,1,17,4,"Perkins, Bill (ID:D2-P)",D2,(M),false,1342,1933,381103,121666,3,24,7000,1058,107906,429913,796757,P,12,46200,3850,20173
2005,1,17,4,"Popik, Barry (ID:887-P)",887,(M),false,51,53,10025,2620,0,0,0,46,3480,0,8214,P,0,0,3850,1810
2005,1,17,4,"Popkin, Gary (ID:689-NP)",689,(Bk),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,3850,0
2005,1,17,4,"Sica, Philip (ID:557-P)",557,(Q),false,91,100,14000,5910,0,0,0,85,5850,0,12283,P,1,3850,3850,0
2005,1,17,4,"Stringer, Scott (ID:148-P)",148,(M),false,1620,2371,1006911,199299,31,181,149726,1032,119849,708950,1789775,P,71,280200,3850,27202
2005,1,17,4,"Wright, Keith (ID:828-P)",828,(M),false,632,731,312991,63635,2,11,3550,443,55855,173090,494751,P,17,72550,3850,0
2005,1,17,5,"Addabbo, Joseph (ID:HF-P)",HF,32,false,249,317,47430,13110,0,0,0,212,17095,0,27028,P,2,5500,2750,0
2005,1,17,5,"Akbar, Celestina (ID:884-P) *",884,23,true,17,20,480,240,0,0,0,17,480,0,429,P,0,0,2750,0
2005,1,17,5,"Allen, William (ID:BR-NP)",BR,9,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Almodovar, Harry (ID:1015-P) *",1015,17,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Ampry-Samuel, Alicka (ID:829-NP)",829,41,false,87,101,17269,0,2,28,280,78,2950,0,10485,NP,2,7350,2750,0
2005,1,17,5,"Antoine, Royston (ID:864-P)",864,41,false,424,456,21915,12940,0,0,0,414,14905,59900,77310,P,1,3000,2750,0
2005,1,17,5,"Arangio, Jennifer (ID:728-P) *",728,5,true,1,1,25,25,0,0,0,1,25,0,25,P,0,0,2750,0
2005,1,17,5,"Arroyo, Maria (ID:838-P)",838,17,false,149,151,28690,6655,0,0,0,127,8440,0,27840,P,1,2750,2750,428
2005,1,17,5,"Avella, Tony (ID:51-P)",51,19,false,315,425,133307,19455,0,0,0,199,21215,75120,190269,P,5,13750,2750,0
2005,1,17,5,"Baez, Maria (ID:591-P)",591,14,false,240,252,90110,19955,0,0,0,183,15860,0,89157,P,9,24750,2750,4554
2005,1,17,5,"Baldeo, Albert (ID:835-P)",835,28,false,262,270,103855,32365,0,0,0,221,28030,82500,182068,P,20,58850,2750,1285
2005,1,17,5,"Bari, Asef (ID:1006-P) *",1006,24,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Barron, Charles (ID:DD-P)",DD,42,false,1130,1369,65537,41506,1,3,120,1097,43721,141077,187133,P,0,0,2750,0
2005,1,17,5,"Bernace, Victor (ID:560-P)",560,7,false,242,249,14390,12345,0,0,0,239,13545,48900,61945,P,0,0,2750,0
2005,1,17,5,"Betancourt Jr, Ismael (ID:HB-P)",HB,13,false,226,238,31385,20870,0,0,0,217,21775,82500,114950,P,1,3750,2750,450
2005,1,17,5,"Beys, Michael (ID:870-P)",870,2,false,321,331,81621,27155,6,34,460,269,26705,82500,160742,P,7,21500,2750,0
2005,1,17,5,"Bilal, Charles (ID:321-P)",321,28,false,233,253,26195,17060,0,0,0,216,18930,0,20979,P,0,0,2750,36341
2005,1,17,5,"Billups, Charles (ID:852-P)",852,35,false,228,249,16139,11411,0,0,0,218,11821,44924,59818,P,0,0,2750,3618
2005,1,17,5,"Blackwell, Eric (ID:MT-P)",MT,35,false,212,174,14754,8822,1,18,180,163,9922,0,4555,P,1,2750,2750,27835
2005,1,17,5,"Bloch, Darren (ID:849-P)",849,2,false,498,569,78496,27984,3,15,735,450,35924,82500,167537,P,4,11000,2750,0
2005,1,17,5,"Bloodsaw, Daryl (ID:508-P)",508,9,false,177,183,22697,10850,0,0,0,169,11725,37700,59593,P,1,6397,2750,836
2005,1,17,5,"Booker, Derek (ID:752-P) *",752,42,true,2,2,100,100,0,0,0,2,100,0,117,P,0,0,2750,0
2005,1,17,5,"Boudouvas, Peter (ID:890-P)",890,19,false,231,280,34473,25065,0,0,0,208,23847,81960,117677,P,0,0,2750,0
2005,1,17,5,"Boyland, Sr., William (ID:865-NP)",865,41,false,125,133,63050,0,0,0,0,76,5140,0,64546,NP,1,2750,2750,0
2005,1,17,5,"Bradian, Steve (ID:1051-NP)",1051,11,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Brewer, Gale (ID:399-P)",399,6,false,521,530,111118,48655,1,9,825,454,52438,0,112426,P,5,19250,2750,0
2005,1,17,5,"Brightharp, Joan (ID:830-P)",830,2,false,157,194,8987,6698,0,0,0,147,6269,25512,35820,P,0,0,2750,5647
2005,1,17,5,"Brodsky, Meryl (ID:812-P)",812,4,false,161,215,63232,13954,0,0,0,139,10907,55776,93360,P,15,49500,2750,0
2005,1,17,5,"Brown Jr, Will (ID:1011-P)",1011,9,false,67,69,10580,2580,0,0,0,61,2770,0,9900,P,2,5500,2750,521
2005,1,17,5,"Burton III, Arthur (ID:827-P) *",827,9,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Capano, Robert (ID:709-NP) *",709,43,true,192,244,17332,0,1,1,100,185,15067,0,10815,NP,0,0,2750,700
2005,1,17,5,"Carlino, John (ID:892-P)",892,2,false,35,36,9410,1765,0,0,0,31,1810,0,8297,P,1,6000,2750,500
2005,1,17,5,"Carroll, Rodney (ID:840-P)",840,9,false,350,408,43265,20335,0,0,0,327,20415,72420,111612,P,3,8250,2750,194
2005,1,17,5,"Cavaco, Manuel (ID:984-P) *",984,2,true,1,1,1300,250,0,0,0,0,0,0,857,P,0,0,2750,0
2005,1,17,5,"Ceder, David (ID:891-P)",891,50,false,135,145,9963,7197,0,0,0,128,6437,25324,21820,P,0,0,2750,0
2005,1,17,5,"Cesnik, Eric (ID:853-P)",853,5,false,322,355,45371,14367,4,28,2185,294,21901,50518,94625,P,1,5072,2750,1239
2005,1,17,5,"Clarke, Yvette (ID:511-P)",511,40,false,410,445,89166,29617,0,0,0,339,29775,81784,155965,P,6,16700,2750,12500
2005,1,17,5,"Cohen, Daniel (ID:750-NP) *",750,8,true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Comrie, Leroy (ID:420-NP)",420,27,false,684,933,211624,0,2,29,5950,506,68844,0,193629,NP,8,22000,2750,2750
2005,1,17,5,"Cornelius, Yasmin (ID:754-P)",754,9,false,395,501,88925,33770,0,0,0,324,27046,82500,175097,P,4,11000,2750,695
2005,1,17,5,"Daniels III, Eugene (ID:474-NP) *",474,9,true,59,61,15215,0,0,0,0,56,1415,0,0,NP,2,12750,2750,0
2005,1,17,5,"Davis, Melvin (ID:894-P) *",894,41,true,1,4,558,0,0,0,0,0,0,0,1116,P,0,0,2750,0
2005,1,17,5,"de Blasio, Bill (ID:326-P)",326,39,false,461,512,204212,52808,10,57,39700,306,45150,0,229772,P,7,19250,2750,3524
2005,1,17,5,"DeMicoli, John (ID:1058-NP) *",1058,8,true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Denis, Nelson (ID:Q0-P)",Q0,8,false,260,285,65227,20195,5,20,7470,217,21858,78562,138810,P,3,8250,2750,8400
2005,1,17,5,"Diaz, Clifton Stanley (ID:1024-NP) *",1024,28,true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Dickens, Inez (ID:867-P)",867,9,false,565,684,184816,53031,2,16,1975,435,56091,82500,267755,P,15,44780,2750,1361
2005,1,17,5,"Dilan, Erik (ID:444-P)",444,37,false,110,113,37165,11440,0,0,0,89,12990,0,25808,P,3,8250,2750,0
2005,1,17,5,"DiPadova, David (ID:808-NP) *",808,23,true,18,23,2223,0,0,0,0,16,1025,0,1781,NP,0,0,2750,0
2005,1,17,5,"Doty, Cynthia (ID:860-P)",860,9,false,238,326,24551,16596,0,0,0,229,16046,65044,84517,P,2,5500,2750,0
2005,1,17,5,"Duggan, Essie (ID:854-P)",854,41,false,150,151,7150,5145,0,0,0,140,5410,0,4313,P,0,0,2750,4450
2005,1,17,5,"Eisenberg, Tony (ID:761-NP) *",761,47,true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Emmanuel, Ernest (ID:E5-P) *",E5,45,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Estrada Rukaj, Irene (ID:889-P) *",889,13,true,4,4,433,400,0,0,0,4,433,0,568,P,0,0,2750,0
2005,1,17,5,"Farmer, Bryan (ID:1043-NP)",1043,34,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Felder, Simcha (ID:313-NP)",313,44,false,217,236,283362,0,0,0,0,71,9254,0,193989,NP,17,67250,2750,300
2005,1,17,5,"Fidler, Lewis (ID:527-P)",527,46,false,259,295,43013,24148,1,2,600,232,26523,94592,144725,P,1,2750,2750,0
2005,1,17,5,"Flanagan, Claudia (ID:880-P)",880,2,false,4,4,475,425,0,0,0,3,175,0,0,P,0,0,2750,0
2005,1,17,5,"Flores, Rodolfo (ID:255-NP)",255,25,false,100,159,13005,0,0,0,0,91,7855,0,11672,NP,0,0,2750,0
2005,1,17,5,"Foglia, Philip (ID:879-P)",879,13,false,328,353,80427,26510,0,0,0,280,36192,82500,169536,P,8,22000,2750,6513
2005,1,17,5,"Foster, Helen Diane (ID:325-P)",325,16,false,467,534,92677,26506,1,2,1500,392,30427,20625,60602,P,5,13750,2750,0
2005,1,17,5,"Galarza, David (ID:851-P)",851,38,false,254,277,25706,13265,0,0,0,231,15414,52290,67397,P,0,0,2750,28429
2005,1,17,5,"Gallagher, Dennis (ID:334-P)",334,30,false,444,669,122806,44979,0,0,0,329,38237,0,124116,P,6,16500,2750,755
2005,1,17,5,"Gallo, Russell (ID:1005-P)",1005,47,false,148,153,6985,6390,0,0,0,146,5985,24860,31812,P,0,0,2750,0
2005,1,17,5,"Garodnick, Daniel (ID:721-P)",721,4,false,851,1129,196443,76916,3,20,18000,703,73127,165000,344303,P,13,35975,2750,44
2005,1,17,5,"Gelin, Tania (ID:1018-NP) *",1018,41,true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Gennaro, James (ID:283-P)",283,24,false,404,494,214792,34637,5,23,7050,228,34402,127204,341508,P,13,35750,2750,0
2005,1,17,5,"Gentile, Vincent (ID:717-P)",717,43,false,417,627,125935,38020,4,5,2000,309,37920,82500,196901,P,7,19250,2750,458
2005,1,17,5,"Gerson, Alan (ID:268-P)",268,1,false,543,652,137651,48575,0,0,0,440,58263,0,138749,P,4,11601,2750,18442
2005,1,17,5,"Gibbs, Edward (ID:878-P) *",878,8,true,36,36,1125,775,0,0,0,36,1125,0,0,P,0,0,2750,0
