EL_CYCLE,FROM_STMT,TO_STMT,OFFICE,CAND_NAME,CAND_ID,BORO_DIST,TERMND,CNTRS_NO,CNTNS_NO,NET_CNTNS,MATCH_AMT,I_NO,I_CNTNS_NO,I_AMT,SML_NO,SML_AMT,PUBFND_PMT,NET_EXPND,CAND_CLASS,MAX_NO,MAX_AMT,LIMIT,NAME_1
2001,1,15,5,"Romero, Michelle (ID:456-P)",456,37,false,193,255,21973,8560,0,0,0,181,8708,22172,54338,P,2,5000,2500,0
2001,1,15,5,"Rose, Deborah (ID:292-P)",292,49,false,443,668,58335,35554,0,0,0,397,33860,132466,156208,P,1,2500,2500,0
2001,1,15,5,"Rosero, Luis (ID:381-P)",381,21,false,254,244,36426,17499,0,0,0,191,19939,65356,82056,P,1,2500,2500,39291
2001,1,15,5,"Rufen-Blanchette, Raymond (ID:524-P) *",524,46,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2500,0
2001,1,15,5,"Ruiz, Jr., Israel (ID:AI-P)",AI,14,false,190,192,34263,13638,2,5,1010,171,16813,11423,30719,P,3,7500,2500,47617
2001,1,15,5,"Rupnarain, Trevor (ID:276-P)",276,28,false,281,308,67602,34025,0,0,0,224,28950,75350,137865,P,2,5000,2500,5724
2001,1,15,5,"Saffran, Dennis (ID:436-P)",436,19,false,358,477,56890,30061,0,0,0,322,25925,75350,133182,P,4,15000,2500,0
2001,1,15,5,"Sanchez, Cynthia (ID:465-P)",465,47,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2500,0
2001,1,15,5,"Sanders, Jr., James (ID:286-P)",286,31,false,427,519,49685,17757,2,11,1225,390,22920,60152,105152,P,3,7500,2500,5208
2001,1,15,5,"Sansivieri, Linda (ID:411-P)",411,30,false,206,227,29480,19200,0,0,0,193,22200,75040,96739,P,1,2500,2500,7783
2001,1,15,5,"Sauer, Larry (ID:384-P)",384,6,false,233,265,22366,19296,0,0,0,223,18501,62436,87848,P,0,0,2500,9592
2001,1,15,5,"Saunders, Shirley (ID:EF-P)",EF,12,false,413,587,32527,27922,2,9,2025,397,28472,75350,109792,P,0,0,2500,1743
2001,1,15,5,"Saunders, William (ID:385-P)",385,35,false,241,305,19753,11345,0,0,0,228,13965,42075,62332,P,1,3838,2500,0
2001,1,15,5,"Scanlon, Frances (ID:584-P) *",584,20,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2500,0
2001,1,15,5,"Schulman, Lynn (ID:433-P)",433,29,false,220,237,34993,20043,0,0,0,205,20193,74920,102441,P,1,7500,2500,0
2001,1,15,5,"Schultheis, Magdalena (ID:461-P)",461,25,false,172,177,16215,11715,0,0,0,168,12965,38088,53582,P,0,0,2500,5500
2001,1,15,5,"Scissura, Carlo (ID:320-P)",320,43,false,507,669,58174,42174,0,0,0,474,40144,75350,134080,P,1,2500,2500,600
2001,1,15,5,"Scott, Georgette (ID:564-P) *",564,21,true,5,5,10965,41200,0,0,0,0,0,0,8897,P,4,10000,2500,0
2001,1,15,5,"Seabrook, Larry (ID:G9-P)",G9,12,false,220,263,40381,26941,0,0,0,181,24731,102426,124003,P,1,2500,2500,41374
2001,1,15,5,"Sears, Helen (ID:SH-P)",SH,25,false,399,488,72300,31150,0,0,0,338,36010,117915,187975,P,4,10000,2500,2867
2001,1,15,5,"Seeman, Craig (ID:395-P)",395,33,false,187,229,10212,8637,1,19,805,182,7873,31632,43332,P,0,0,2500,0
2001,1,15,5,"Sementilli, Egidio (ID:IZ-P)",IZ,13,false,189,207,31742,19427,5,38,1540,175,19527,89502,114016,P,2,5790,2500,21530
2001,1,15,5,"Seminara, Joanne (ID:C2-P)",C2,43,false,716,1138,143439,62466,1,1,26,609,55581,150700,296434,P,9,25850,2500,1058
2001,1,15,5,"Seminerio, John (ID:558-P)",558,32,false,316,371,72540,31837,0,0,0,257,31690,74350,148287,P,4,10500,2500,9951
2001,1,15,5,"Serrano, Jose (ID:487-P)",487,17,false,288,310,75415,21420,5,54,6780,232,22565,75160,137877,P,6,15500,2500,0
2001,1,15,5,"Sharpe, Wellington (ID:370-P)",370,40,false,187,220,21630,17119,0,0,0,166,13749,0,33732,P,0,0,2500,1554
2001,1,15,5,"Shepard, Joyce (ID:285-P)",285,19,false,204,274,39564,15940,4,44,5805,172,15754,55100,92623,P,3,11000,2500,536
2001,1,15,5,"Sica, Philip (ID:557-P)",557,23,false,72,82,6201,3733,0,0,0,69,3453,14632,21119,P,0,0,2500,0
2001,1,15,5,"Simon, Lew (ID:332-P)",332,32,false,216,262,32780,26070,0,0,0,196,22780,74750,106163,P,0,0,2500,20
2001,1,15,5,"Simons, Earl (ID:430-P) *",430,27,true,129,142,16065,9020,0,0,0,121,10390,0,9661,P,0,0,2500,0
2001,1,15,5,"Singer, Pat (ID:252-P)",252,47,false,195,205,22768,15727,0,0,0,181,15458,61324,79812,P,0,0,2500,825
2001,1,15,5,"Singh, Inderjit (ID:358-P)",358,28,false,130,132,18875,13490,0,0,0,113,14693,0,30467,P,1,2570,2500,19359
2001,1,15,5,"Smith, Larry (ID:531-P)",531,27,false,187,189,17160,15450,0,0,0,175,15225,32189,46614,P,0,0,2500,38075
2001,1,15,5,"Smith-Boyd, Barbara (ID:507-P) *",507,35,true,119,124,12171,7050,0,0,0,112,6071,0,11146,P,0,0,2500,0
2001,1,15,5,"Snyder, Gary (ID:575-P)",575,6,false,67,68,5095,4845,0,0,0,66,4595,19124,24234,P,0,0,2500,0
2001,1,15,5,"Spalter, Laura (ID:362-P)",362,11,false,343,462,45745,28381,0,0,0,308,27567,75350,121322,P,1,2500,2500,0
2001,1,15,5,"Spencer, Tony (ID:356-P)",356,7,false,191,215,31720,14339,0,0,0,173,14779,50782,62385,P,3,11010,2500,27278
2001,1,15,5,"Spirgel, Samuel (ID:304-P)",304,44,false,314,340,36546,25790,0,0,0,289,23700,97454,133285,P,0,0,2500,25
2001,1,15,5,"Stavitsky, Inna (ID:345-P)",345,47,false,442,464,24808,17487,0,0,0,434,17390,53384,71730,P,1,5743,2500,6759
2001,1,15,5,"Stewart, Kendall (ID:CP-P)",CP,45,false,457,516,56075,35370,0,0,0,424,34145,75350,127236,P,1,7500,2500,46071
2001,1,15,5,"Sulker, Myrna (ID:606-P) *",606,40,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2500,0
2001,1,15,5,"Taitt, Samuel (ID:490-P)",490,45,false,451,663,30729,25266,0,0,0,432,25688,58530,84394,P,0,0,2500,7785
2001,1,15,5,"Taliaferro, Phyllis (ID:577-P)",577,46,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2500,0
2001,1,15,5,"Taveras, Germania (ID:GF-P)",GF,37,false,1013,1070,63176,60715,0,0,0,1000,59526,0,87553,P,0,0,2500,21249
2001,1,15,5,"Thakral, Jairam (ID:265-P)",265,23,false,283,336,46128,21758,0,0,0,238,27750,75064,126755,P,0,0,2500,340
2001,1,15,5,"Thomas, Carl (ID:549-P) *",549,40,true,55,55,7300,6110,0,0,0,53,5900,0,0,P,0,0,2500,0
2001,1,15,5,"Tiraco, Joseph (ID:DH-P)",DH,29,false,13,13,2573,1400,0,0,0,7,1000,0,1760,P,0,0,2500,709
2001,1,15,5,"Titus, Michele (ID:406-P) *",406,28,true,125,127,8223,7533,0,0,0,123,7303,0,3064,P,0,0,2500,0
2001,1,15,5,"Toney, Vaughan (ID:168-P)",168,45,false,576,695,36365,27415,0,0,0,552,26815,75350,113563,P,1,2500,2500,7043
2001,1,15,5,"Toppin, Roger (ID:561-P)",561,12,false,1,1,200,0,0,0,0,1,200,0,0,P,0,0,2500,0
2001,1,15,5,"Torres, Mario (ID:317-P)",317,7,false,433,464,118726,42380,0,0,0,306,38530,82082,194860,P,6,15000,2500,20839
2001,1,15,5,"Vallone, Jr., Peter (ID:240-P)",240,22,false,412,517,135385,37615,0,0,0,289,42585,114910,242555,P,6,16000,2500,773
2001,1,15,5,"Van Bramer, James (ID:337-P)",337,25,false,469,675,66879,33511,0,0,0,432,34410,133146,166837,P,3,7500,2500,0
2001,1,15,5,"Vann, Albert (ID:202-P)",202,36,false,470,492,80154,28213,5,34,3662,423,32788,75200,153345,P,14,37500,2500,421
2001,1,15,5,"Vargas, Ruben Dario (ID:DP-P)",DP,10,false,137,141,11705,5565,0,0,0,119,5525,0,17201,P,0,0,2500,4650
2001,1,15,5,"Vassos, Sandra (ID:554-P)",554,22,false,206,272,101355,19915,0,0,0,176,15185,68234,100822,P,1,68234,2500,966
2001,1,15,5,"Vernet, Jean (ID:529-P)",529,40,false,423,453,57926,18450,2,6,900,388,25801,70664,125634,P,5,15000,2500,2459
2001,1,15,5,"Viest, Nicholas (ID:521-P)",521,4,false,198,235,30036,17676,1,3,70,182,16511,58488,89821,P,1,2500,2500,0
2001,1,15,5,"Villaverde, Sergio (ID:CY-P)",CY,14,false,104,118,11965,10425,0,0,0,99,9015,0,7888,P,0,0,2500,0
2001,1,15,5,"Vogel, Mark (ID:327-P)",327,11,false,221,259,20123,14517,0,0,0,213,16473,50112,69193,P,0,0,2500,0
2001,1,15,5,"Wai, Sidique (ID:382-P)",382,35,false,270,307,24015,16426,0,0,0,246,19319,62184,86795,P,0,0,2500,22275
2001,1,15,5,"Walker, Willie (ID:510-P)",510,9,false,113,115,7307,3832,0,0,0,108,4207,0,8510,P,0,0,2500,15830
2001,1,15,5,"Walsh, Ryan (ID:586-P)",586,20,false,106,103,7925,7675,0,0,0,100,7525,21946,7666,P,0,0,2500,22527
2001,1,15,5,"Wasserman, Abraham (ID:412-P)",412,35,false,185,195,12060,12050,0,0,0,178,12060,41656,53706,P,0,0,2500,8196
2001,1,15,5,"Wein, Joseph Funicell (ID:475-P)",475,50,false,163,195,25115,15642,0,0,0,152,14581,61260,84199,P,2,5000,2500,669
2001,1,15,5,"Weir, Elias (ID:551-P)",551,46,false,10,11,1885,0,0,0,0,9,1085,0,1755,P,0,0,2500,0
2001,1,15,5,"Weiss, Steven (ID:585-P) *",585,10,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2500,0
2001,1,15,5,"Weprin, David (ID:232-P)",232,23,false,529,628,124139,49301,3,24,7948,424,53639,145850,271429,P,6,15500,2500,5193
2001,1,15,5,"Whitney, W Ruth (ID:441-P) *",441,40,true,213,254,11201,7447,0,0,0,209,8962,0,7347,P,0,0,2500,8
2001,1,15,5,"Williams, Charles (ID:583-P)",583,14,false,193,190,11705,10475,0,0,0,177,11430,35808,51221,P,0,0,2500,125
2001,1,15,5,"Williams, Peter (ID:528-P)",528,35,false,241,270,34125,20350,0,0,0,218,21075,75350,91062,P,0,0,2500,0
2001,1,15,5,"Wilson, Jay (ID:588-P)",588,2,false,59,65,5665,335,0,0,0,57,4890,0,4580,P,0,0,2500,0
2001,1,15,5,"Wilson, John (ID:537-P)",537,13,false,126,128,10795,8785,0,0,0,122,10795,0,11406,P,0,0,2500,10380
2001,1,15,5,"Wooten, Donald (ID:559-P)",559,42,false,156,212,10848,5785,0,0,0,148,7348,0,15898,P,0,0,2500,0
2001,1,15,5,"Wright, Edward (ID:209-P) *",209,35,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2500,0
2001,1,15,5,"Yassky, David (ID:280-P)",280,33,false,400,458,86429,42948,0,0,0,346,45907,150700,226657,P,1,3000,2500,779
2001,1,15,5,"Younger-Nolan, Carolyn (ID:488-P) *",488,28,true,95,104,6066,4706,0,0,0,93,3566,0,5268,P,0,0,2500,0
2001,1,15,5,"Zapiti, Mike (ID:274-P)",274,22,false,912,992,45075,34810,0,0,0,895,35975,12172,68653,P,0,0,2500,520
2001,1,15,5,"Zett, Lori (ID:442-P)",442,24,false,2,2,35,35,0,0,0,2,35,0,0,P,0,0,2500,0
2001,1,15,6,"Abel, Michael (ID:DU-NP)",DU,(),false,215,259,20897,16272,0,0,0,204,15772,0,17252,NP,0,0,4500,0
2001,1,15,6,"Alam, Morshed (ID:352-NP)",352,(),false,151,170,15656,9280,0,0,0,140,10831,0,16201,NP,0,0,4500,2306
2001,1,15,6,"Albanese, Salvatore (ID:AU-NP)",AU,(),false,1689,2143,258774,185464,0,0,0,1525,163421,0,173335,NP,0,0,4500,0
2001,1,15,6,"Atkins, Gregory (ID:270-NP)",270,(),false,240,312,16649,9880,0,0,0,236,15272,0,2773,NP,0,0,4500,0
2001,1,15,6,"Butler, Christopher (ID:289-NP)",289,(),false,88,92,7700,5165,0,0,0,84,5390,0,1968,NP,0,0,4500,0
2001,1,15,6,"Butts-Brinson, Albertha (ID:335-NP)",335,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4500,0
2001,1,15,6,"Cherner, Joseph (ID:251-NP)",251,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4500,0
2001,1,15,6,"Cruz, Lucy (ID:AJ-P) *",AJ,(),true,1,1,500,0,0,0,0,0,0,0,10805,P,0,0,4500,0
2001,1,15,6,"Dendekker, Michael (ID:396-NP)",396,(),false,100,99,9340,3810,0,0,0,96,4840,0,3285,NP,0,0,4500,0
2001,1,15,6,"DePaula, Erik (ID:408-NP)",408,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4500,0
2001,1,15,6,"Farber, Peter (ID:398-NP)",398,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4500,0
2001,1,15,6,"Haslip, Joseph (ID:D9-NP)",D9,(),false,62,62,6325,3100,0,0,0,60,5525,0,0,NP,0,0,4500,0
2001,1,15,6,"Heastie, Carl (ID:305-NP)",305,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4500,0
2001,1,15,6,"Hikind, Dov (ID:309-NP)",309,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4500,0
2001,1,15,6,"Koslowitz, Karen (ID:GS-NP)",GS,(),false,505,761,130655,38685,1,5,750,390,53180,0,93113,NP,0,0,4500,0
2001,1,15,6,"Kramer, Irma (ID:210-NP)",210,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4500,0
2001,1,15,6,"Landis, Marc (ID:ML-NP)",ML,(),false,10,10,2750,1200,0,0,0,7,1250,0,97,NP,0,0,4500,0
2001,1,15,6,"Levin, Lew (ID:G2-NP)",G2,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4500,0
2001,1,15,6,"Mahlke, P. Wayne (ID:393-NP)",393,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4500,0
2001,1,15,6,"Ognibene, Thomas (ID:GT-NP)",GT,(),false,192,209,26711,15805,0,0,0,170,14670,0,21311,NP,0,0,4500,0
2001,1,15,6,"Orlando, John (ID:257-NP)",257,(),false,186,203,16140,12755,0,0,0,181,13805,0,5969,NP,0,0,4500,0
2001,1,15,6,"Paterson, David (ID:28-NP)",28,(),false,242,285,49477,19517,0,0,0,190,21817,0,49679,NP,0,0,4500,0
2001,1,15,6,"Pheffer, Audrey (ID:403-NP)",403,(),false,474,489,72313,26129,0,0,0,421,29465,0,5574,NP,0,0,4500,0
2001,1,15,6,"Pressley, Joe (ID:360-NP)",360,(),false,142,146,10757,7371,0,0,0,133,9632,0,8815,NP,0,0,4500,1225
2001,1,15,6,"Rapaport, Marsha (ID:299-NP)",299,(),false,4,4,690,440,0,0,0,3,190,0,0,NP,0,0,4500,0
2001,1,15,6,"Ravitz, John (ID:KR-NP)",KR,(),false,488,558,133989,62839,2,29,14325,406,47289,0,132758,NP,3,13500,4500,0
2001,1,15,6,"Reiter, Fran (ID:FO-NP)",FO,(),false,707,730,338349,108360,17,73,23595,525,92935,0,76436,NP,25,112500,4500,8978
2001,1,15,6,"Rivera, Jose (ID:B3-NP)",B3,(),false,9,8,1220,370,0,0,0,6,220,0,-1200,NP,0,0,4500,2400
2001,1,15,6,"Shulman, Claire (ID:B5-NP)",B5,(),false,148,152,60802,16559,0,0,0,94,20309,0,93296,NP,0,0,4500,0
2001,1,15,6,"Siegal, Bernice (ID:230-NP)",230,(),false,453,759,56910,28531,0,0,0,414,30825,0,41434,NP,0,0,4500,0
2001,1,15,6,"Smyth, John (ID:259-NP)",259,(),false,4,4,500,400,0,0,0,4,500,0,0,NP,0,0,4500,0
2001,1,15,6,"Toal, Joseph (ID:349-NP)",349,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4500,0
2001,1,15,6,"Towns, Darryl (ID:237-NP)",237,(),false,38,38,10700,5150,0,0,0,29,6300,0,6459,NP,0,0,4500,0
2001,1,15,6,"Waid, David (ID:228-NP)",228,(),false,239,259,40116,17061,0,0,0,215,18026,0,7658,NP,0,0,4500,0
2003,1,11,5,"Addabbo, Joseph (ID:HF-P)",HF,32,false,355,509,86885,29475,0,0,0,284,33020,82500,161786,P,3,10500,2750,0
2003,1,11,5,"Alamo-Estrada, Agustin (ID:IR-P)",IR,17,false,159,159,16477,15362,0,0,0,159,16477,57188,58277,P,0,0,2750,0
2003,1,11,5,"Arangio, Jennifer (ID:728-P)",728,5,false,203,226,23015,14430,0,0,0,191,15055,56821,60034,P,2,5500,2750,27600
2003,1,11,5,"Askew, Othniel Boaz (ID:766-P) *",766,35,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Atwood King, Elizabeth (ID:553-P) *",553,46,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Avella, Tony (ID:51-P)",51,19,false,300,388,113339,17564,0,0,0,193,17944,70256,166386,P,1,2750,2750,0
2003,1,11,5,"Baez, Iris (ID:741-P) *",741,14,true,159,168,7265,6535,1,43,470,158,6965,0,3526,P,0,0,2750,0
2003,1,11,5,"Baez, Maria (ID:591-P)",591,14,false,328,356,83065,23435,0,0,0,265,26105,86675,161897,P,7,22000,2750,179
2003,1,11,5,"Barron, Charles (ID:DD-P)",DD,42,false,350,408,23358,18853,1,14,902,336,18592,66304,88302,P,0,0,2750,2838
2003,1,11,5,"Bernace, Victor (ID:560-P)",560,7,false,308,325,14460,11265,0,0,0,304,13075,44060,58509,P,0,0,2750,0
2003,1,11,5,"Betancourt Jr, Ismael (ID:HB-P)",HB,13,false,219,239,36491,23133,0,0,0,206,22411,100000,143437,P,4,11000,2750,760
2003,1,11,5,"Blake, James (ID:330-P) *",330,31,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Bondy, Matthew (ID:749-P) *",749,5,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Booker, Derek (ID:752-P)",752,42,false,56,56,1130,1130,0,0,0,56,1130,0,851,P,0,0,2750,0
2003,1,11,5,"Boucher, Omar (ID:722-P)",722,45,false,165,170,20306,13770,0,0,0,141,13457,38900,82153,P,0,0,2750,51006
2003,1,11,5,"Brewer, Gale (ID:399-P)",399,6,false,533,544,85802,31308,2,11,1600,487,50577,82500,81718,P,4,12250,2750,0
2003,1,11,5,"Brown, Everly (ID:EC-P)",EC,31,false,225,214,27896,25400,0,0,0,203,25742,82500,137414,P,0,0,2750,43602
2003,1,11,5,"Capano, Robert (ID:709-NP)",709,43,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2003,1,11,5,"Clarke, Yvette (ID:511-P)",511,40,false,202,218,27801,9986,0,0,0,174,14306,20625,45207,P,1,2750,2750,2230
2003,1,11,5,"Comrie, Leroy (ID:420-P)",420,27,false,469,588,114479,38163,1,28,10100,354,37079,82500,197819,P,1,2750,2750,1273
2003,1,11,5,"Conley, Joseph (ID:483-P) *",483,26,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Cooper-Gregory, Helen (ID:413-P)",413,27,false,246,332,22901,15780,1,20,1490,231,14915,60120,82845,P,0,0,2750,0
2003,1,11,5,"Cornelius, Yasmin (ID:754-P) *",754,9,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Cox, Allen (ID:652-P)",652,7,false,141,158,6425,5690,4,7,220,140,5925,22540,28549,P,0,0,2750,0
2003,1,11,5,"Davis, Geoffrey (ID:794-P)",794,35,false,237,253,33069,18043,1,9,900,202,16053,31912,64372,P,1,2750,2750,30216
2003,1,11,5,"Davis, James (ID:EQ-P) *",EQ,35,true,236,274,63370,32523,11,73,12318,189,28798,0,49326,P,4,11000,2750,1743
2003,1,11,5,"de Blasio, Bill (ID:326-P)",326,39,false,640,707,247381,72961,9,49,23975,466,73531,0,205631,P,14,41250,2750,577
2003,1,11,5,"Deponce, Carmen (ID:747-P) *",747,16,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Detiege-Cormier, Roy-Pierre (ID:501-NP)",501,41,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2003,1,11,5,"Dilan, Erik (ID:444-P)",444,37,false,274,320,85360,25265,1,18,7250,212,28765,87140,172439,P,6,16500,2750,2200
2003,1,11,5,"Draves, Greg (ID:681-P)",681,7,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Duran, Martina (ID:661-P)",661,27,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Eisenberg, Tony (ID:761-P) *",761,47,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Elliott, Seth (ID:723-P)",723,1,false,43,43,6240,2930,0,0,0,37,2740,0,3054,P,0,0,2750,0
2003,1,11,5,"Emmanuel, Ernest (ID:E5-P) *",E5,45,true,8,6,745,545,0,0,0,6,745,0,0,P,0,0,2750,464
2003,1,11,5,"Evans, Stephen (ID:744-P)",744,3,false,161,180,23015,11069,1,4,80,152,11897,36916,52749,P,2,8593,2750,0
2003,1,11,5,"Felder, Simcha (ID:313-P)",313,44,false,237,258,172788,38180,1,7,16500,115,19721,100000,207700,P,25,68750,2750,10326
2003,1,11,5,"Fidler, Lewis (ID:527-P)",527,46,false,348,359,70110,35090,0,0,0,296,41990,82500,151941,P,0,0,2750,0
2003,1,11,5,"Figueroa, Felix (ID:733-P)",733,10,false,378,401,28874,19519,3,14,950,372,19889,74696,103104,P,1,5075,2750,0
2003,1,11,5,"Fisher, Florence (ID:TH-P)",TH,24,false,314,367,35367,17192,0,0,0,297,18012,66128,101108,P,2,8967,2750,600
2003,1,11,5,"Fontaino, Frank (ID:751-P)",751,50,false,85,97,6668,5568,0,0,0,77,5718,0,6437,P,0,0,2750,10945
2003,1,11,5,"Foster, Helen Diane (ID:325-P)",325,16,false,454,557,53817,24164,0,0,0,415,25437,20625,37590,P,4,11000,2750,0
2003,1,11,5,"Gallagher, Dennis (ID:334-P)",334,30,false,461,704,83296,42663,1,15,8000,368,38049,0,77497,P,1,2750,2750,0
2003,1,11,5,"Gennaro, James (ID:283-P)",283,24,false,451,552,140726,35848,1,2,400,329,41177,103125,244539,P,5,13750,2750,0
2003,1,11,5,"Gentile, Vincent (ID:717-P)",717,43,false,297,362,70948,25390,1,2,200,249,29455,82500,154898,P,3,10500,2750,0
2003,1,11,5,"Gerson, Alan (ID:268-P)",268,1,false,352,405,114299,34631,1,6,4000,229,30871,103125,213108,P,3,8250,2750,22592
2003,1,11,5,"Gioia, Eric (ID:418-P)",418,26,false,864,1096,306736,64145,0,0,0,621,69880,0,279961,P,12,35000,2750,776
2003,1,11,5,"Giovinazzo, Lisa (ID:756-P)",756,49,false,241,322,38854,26657,0,0,0,219,24674,82500,118520,P,1,2750,2750,0
2003,1,11,5,"Gleason, Peter (ID:763-P)",763,1,false,134,141,17910,5775,0,0,0,128,5740,18904,28391,P,2,10370,2750,6500
2003,1,11,5,"Golub, Jay (ID:503-P)",503,2,false,160,170,18980,11820,0,0,0,158,13410,44269,56054,P,0,5295,2750,7750
2003,1,11,5,"Gonzalez, Sara (ID:711-P)",711,38,false,193,200,38404,11731,0,0,0,172,14882,44916,80164,P,5,13750,2750,0
2003,1,11,5,"Goodstein, Susan (ID:755-P)",755,46,false,110,124,9018,8528,0,0,0,108,9018,32952,42497,P,0,0,2750,2000
2003,1,11,5,"Harrison, Stephen (ID:719-P) *",719,43,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Herbert, Anthony (ID:738-P)",738,35,false,180,159,22470,9145,0,0,0,146,8470,0,1295,P,0,0,2750,120773
2003,1,11,5,"Hochhauser, Joseph (ID:502-P) *",502,47,true,105,117,13260,11730,0,0,0,101,11282,0,13235,P,0,0,2750,0
2003,1,11,5,"Horowitz, William (ID:748-P)",748,23,false,59,66,6210,0,0,0,0,57,2545,0,6184,P,0,3105,2750,0
2003,1,11,5,"Hurley, Patrick (ID:757-P)",757,26,false,105,111,16490,8980,0,0,0,99,11675,0,16010,P,0,0,2750,0
2003,1,11,5,"Iwachiw, Walter (ID:494-P) *",494,26,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Jackson, Robert (ID:484-P)",484,7,false,423,470,63947,22991,3,29,4825,371,24981,75862,123916,P,3,8250,2750,36770
2003,1,11,5,"Jackson, Stephen (ID:660-P) *",660,27,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"James, Letitia (ID:480-P)",480,35,false,482,514,104061,33177,2,22,2005,436,38803,82500,183083,P,14,38500,2750,6649
2003,1,11,5,"Jennings, Allan (ID:ER-P)",ER,28,false,196,240,43235,16033,0,0,0,163,15590,0,30526,P,3,8250,2750,0
2003,1,11,5,"Johnson, Geoffrey (ID:J6-P)",J6,9,false,100,100,6360,6085,0,0,0,100,6360,23700,30397,P,0,0,2750,0
2003,1,11,5,"Johnson, Joyce (ID:768-P) *",768,8,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Jones, Stephen (ID:760-P) *",760,28,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Junior, Pamela (ID:742-NP)",742,41,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2003,1,11,5,"Kann, Jerry (ID:492-P)",492,22,false,46,42,2022,1380,0,0,0,36,1450,0,472,P,0,0,2750,1403
2003,1,11,5,"Katz, Melinda (ID:264-P)",264,29,false,412,500,220311,33463,1,1,1000,214,18112,0,175117,P,18,50000,2750,0
2003,1,11,5,"Kinard, Stanley (ID:HP-P)",HP,41,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"King, Erlene (ID:716-P)",716,45,false,145,151,12642,10202,0,0,0,135,10967,13832,23328,P,0,0,2750,33117
2003,1,11,5,"Koppell, G. Oliver (ID:459-P)",459,11,false,359,547,79767,36691,2,3,1250,274,29742,20625,74260,P,0,0,2750,0
2003,1,11,5,"Lanza, Andrew (ID:546-P)",546,51,false,269,323,47445,28825,0,0,0,234,27575,82500,127434,P,1,2750,2750,4070
2003,1,11,5,"Liu, Jay (ID:746-P) *",746,20,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Liu, John (ID:FI-P)",FI,20,false,366,394,109693,44532,2,33,2662,250,32158,82500,191975,P,0,0,2750,0
2003,1,11,5,"Lizardo, Roberto (ID:C8-P)",C8,10,false,311,382,46977,32943,0,0,0,281,29167,128287,148258,P,1,2750,2750,27806
2003,1,11,5,"Lopez, Margarita (ID:BH-P)",BH,2,false,233,240,27709,18829,0,0,0,214,16734,0,25141,P,0,0,2750,19014
2003,1,11,5,"Luciano, Felipe (ID:472-P) *",472,8,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2003,1,11,5,"Maio, Danniel (ID:416-P)",416,38,false,19,19,2240,1890,0,0,0,18,1640,0,2240,P,0,0,2750,0
